"filename","subcorpus","code","huni.chars","hrate.chars","huni.strings","hrate.strings","ttr.chars","ttr.strings","rm.chars"
"animal_bhg_0001.txt","animal","bhg_0001",3.49475141064769,2.77431328629116,4.01792244240478,1.5120345980787,0.18,0.18,0
"animal_bhg_0002.txt","animal","bhg_0002",2.98839592189461,2.82595671373597,4.48623853722706,2.03514738126255,0.18,0.263736263736264,0.0121951219512195
"animal_bhg_0003.txt","animal","bhg_0003",3.47178288617098,2.92263345881407,4.33095213149284,2.17196032202829,0.21,0.24,0
"animal_bhg_0004.txt","animal","bhg_0004",3.06104250538515,2.68291834877035,4.00579075595303,2.37873174162529,0.15,0.23,0.0117647058823529
"animal_bhg_0005.txt","animal","bhg_0005",3.46414806286552,2.95070390736507,4.29715142786216,2.62305376144847,0.21,0.409836065573771,0.0126582278481013
"animal_bhg_0006.txt","animal","bhg_0006",2.55425398526416,2.73086535135561,4.35543429085817,2.42896249076565,0.15,0.26,0.0705882352941176
"animal_bhg_0007.txt","animal","bhg_0007",3.38439578625112,2.97262947225276,5.46511315996545,3.60811154157813,0.19,0.51,0.0493827160493827
"animal_bhg_0008.txt","animal","bhg_0008",3.27068769108202,2.90047437086195,5.24130775588941,3.32848782378996,0.18,0.45,0.0121951219512195
"animal_bhg_0009.txt","animal","bhg_0009",3.16971159325688,2.69534845853806,3.68148815738989,2.1913025023272,0.16,0.25,0.0119047619047619
"animal_bhg_0010.txt","animal","bhg_0010",3.18648963604117,2.81111309951122,4.52165709492781,2.4353192665339,0.17,0.28,0.0120481927710843
"animal_cad_0001.txt","animal","cad_0001",2.12521276604129,1.83305845670892,2.35274578087187,1.66928460348749,0.166666666666667,0.428571428571429,0.366666666666667
"animal_cad_0002.txt","animal","cad_0002",1.90990108986068,1.40555656161055,4.08746284125034,2.84338843006664,0.04,1,0.625
"animal_cav_0001.txt","animal","cav_0001",3.27827765216326,2.85995198887692,5.11350056537815,3.24163215071685,0.18,0.42,0.0121951219512195
"animal_cav_0002.txt","animal","cav_0002",3.32033041589371,2.71675626888433,4.984980475282,3.26298241948668,0.15,0.38,0
"animal_cav_0003.txt","animal","cav_0003",3.20079381841153,2.75828660159638,3.63402795613475,2.3742293781978,0.16,0.305084745762712,0.0119047619047619
"animal_cav_0004.txt","animal","cav_0004",2.72778069915238,2.09935414717917,2.75,1.73694131966981,0.434782608695652,0.875,0.153846153846154
"animal_cav_0005.txt","animal","cav_0005",2.83205814967709,2.61047533232025,3.77840172169498,2.59063316605011,0.11,0.321428571428571,0
"animal_cav_0006.txt","animal","cav_0006",2.37371826244274,2.4397871341392,1.86707214876352,1.24362996631202,0.07,0.102564102564103,0
"animal_cav_0007.txt","animal","cav_0007",2.69919834670499,1.97558937806846,2.18670434591002,1.49582257199422,0.25,0.454545454545455,0
"animal_cav_0008.txt","animal","cav_0008",3.06785004245643,2.67951651269986,4.40500133568974,2.91134611501691,0.14,0.481481481481481,0.0116279069767442
"animal_cav_0009.txt","animal","cav_0009",3.23629413595463,2.77156785713988,4.40682112895224,2.85089696359697,0.16,0.58974358974359,0.0357142857142857
"animal_cth_0001.txt","animal","cth_0001",2.7534322124589,2.23021140546006,3.01631153340004,1.88625119902805,0.09,0.138888888888889,0
"animal_cth_0002.txt","animal","cth_0002",3.12501673333116,2.72847402407529,3.75035651492971,2.45830802666281,0.2,0.23,0.0125
"animal_cth_0003.txt","animal","cth_0003",2.70579167980004,2.42110624416036,3.45934895952079,1.97999419104296,0.12,0.13265306122449,0.0681818181818182
"animal_cth_0004.txt","animal","cth_0004",2.72198303543491,2.3663867704226,3.24649906254583,2.14275106468439,0.12,0.13,0.0454545454545455
"animal_cth_0005.txt","animal","cth_0005",3.04516152740944,2.5633772519895,4.85701316046071,3.02104919658487,0.15,0.37,0.0235294117647059
"animal_cth_0006.txt","animal","cth_0006",2.5980158562571,2.38931994543814,4.63627282124924,2.81912478845348,0.11,0.3,0.0449438202247191
"animal_cth_0007.txt","animal","cth_0007",2.89585125491403,2.49642810757445,4.8417552861074,3.14101943376349,0.14,0.36,0
"animal_cth_0008.txt","animal","cth_0008",3.0852531260333,2.51698075979517,4.71908122141591,2.95725473632036,0.14,0.34,0.0116279069767442
"animal_cth_0009.txt","animal","cth_0009",2.74650623017666,2.4917413500893,4.9023338502171,3.325993755011,0.13,0.38,0.0114942528735632
"animal_cth_0010.txt","animal","cth_0010",2.97424653518228,2.38713990888486,4.13072290642153,2.37956564452811,0.12,0.22,0.0113636363636364
"animal_cth_0011.txt","animal","cth_0011",2.93459428472331,2.64140975663898,4.6603365408149,2.8996348199419,0.17,0.32,0.0120481927710843
"animal_zfi_0001.txt","animal","zfi_0001",2.62974932938785,2.46634522777811,2.98423416465249,1.64178229917421,0.290322580645161,0.470588235294118,0
